Harga,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Sertifikat,Daya Listrik,Jumlah Lantai,Kondisi Properti,Carport,Kamar Tidur Pembantu,Kamar Mandi Pembantu,kec_Balaraja,kec_Cikupa,kec_Cisauk,kec_Curug,kec_Jatiuwung,kec_Jayanti,kec_Kadu,kec_Kelapa Dua,kec_Kosambi,kec_Kresek,kec_Legok,kec_Mauk,kec_Pagedangan,kec_Panongan,kec_Pasar Kemis,kec_Rajeg,kec_Sepatan,kec_Sindang Jaya,kec_Solear,kec_Teluk Naga,kec_Tigaraksa
20.94640938906062,4,3,4.795790545596741,4.795790545596741,3.0,5.0,2,1.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.94640938906062,4,4,4.890349128221754,5.081404364984463,3.0,3.0,2,2.0,2,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.94640938906062,3,3,4.356708826689592,4.2626798770413155,3.0,5.0,2,2.0,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.94640938906062,4,3,4.890349128221754,5.198497031265826,3.0,3.0,2,2.0,2,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.94640938906062,3,2,4.51085950651685,4.795790545596741,3.0,6.0,2,1.0,1,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
20.94640938906062,3,3,4.61512051684126,5.198497031265826,3.0,7.0,2,2.0,2,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.94640938906062,3,2,3.9318256327243257,4.23410650459726,2.0,3.0,2,2.0,2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
20.94640938906062,3,3,4.795790545596741,4.795790545596741,3.0,3.0,2,1.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.94640938906062,2,2,3.8918202981106265,4.04305126783455,3.0,3.0,2,1.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20.94640938906062,4,2,3.4965075614664802,4.51085950651685,2.0,3.0,3,2.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
20.94640938906062,3,2,4.290459441148391,4.51085950651685,3.0,5.0,2,1.0,1,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20.94640938906062,3,1,4.787491742782046,4.875197323201151,3.0,3.0,2,1.0,1,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20.94640938906062,3,2,4.290459441148391,4.532599493153256,3.0,3.0,2,2.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.94640938906062,3,3,4.330733340286331,4.532599493153256,2.0,3.0,2,2.0,2,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.94640938906062,3,2,4.564348191467836,4.48863636973214,3.0,3.0,2,1.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.94640938906062,3,3,4.356708826689592,4.795790545596741,3.0,3.0,2,2.0,2,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.94640938906062,3,2,5.081404364984463,4.709530201312334,3.0,3.0,1,1.0,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.962282738204312,2,1,4.290459441148391,3.7612001156935624,3.0,3.0,1,2.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20.962282738204312,2,1,3.8918202981106265,3.828641396489095,3.0,3.0,2,1.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20.962282738204312,2,1,4.442651256490317,4.2626798770413155,3.0,3.0,1,1.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20.962282738204312,2,2,4.59511985013459,4.2626798770413155,3.0,3.0,1,1.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
